ExternalRiskEstimate,NetFractionRevolvingBurden,AverageMInFile,PercentInstallTrades,NumSatisfactoryTrades,RiskPerformance
62,91,41,44,8,0
71,21,25,65,19,0
79,66,91,21,12,0
70,44,65,52,26,0
69,66,40,55,11,0
71,49,73,46,11,0
66,92,44,53,13,0
80,16,100,6,17,1
63,99,95,66,26,1
64,9,52,18,9,1
66,87,38,47,18,0
70,68,101,14,36,0
62,56,133,44,33,0
87,26,104,15,13,1
71,71,75,32,31,0
73,0,75,13,6,1
86,5,83,19,16,1
73,3,76,32,43,1
65,92,89,57,12,1
78,46,63,45,22,1
74,63,76,63,14,1
79,27,110,12,17,0
66,32,71,44,17,0
64,99,79,53,17,0
72,20,77,32,21,0
82,4,71,23,31,1
74,19,61,25,27,0
78,1,69,41,16,0
75,77,102,57,6,0
62,27,53,59,24,0
57,60,117,53,16,0
77,51,87,31,13,1
59,44,67,18,26,1
70,63,77,28,28,1
58,80,75,12,30,0
68,81,84,42,23,0
63,79,14,50,8,0
67,18,24,67,3,0
81,20,65,29,21,1
81,40,70,50,8,0
83,1,83,19,24,0
74,32,36,50,14,0
55,97,53,38,12,0
71,63,38,15,12,0
72,39,42,61,17,0
67,52,21,9,9,0
57,76,105,50,37,0
59,30,45,21,12,0
73,47,81,38,26,0
56,76,94,17,29,0
69,44,67,25,20,1
65,19,77,46,24,1
66,50,53,21,20,1
69,88,87,23,12,0
73,23,37,31,13,0
55,48,52,25,23,0
67,91,52,67,11,0
65,55,84,20,20,0
79,0,64,78,21,1
82,36,60,28,17,0
68,29,52,14,20,0
54,66,23,33,5,0
57,27,78,41,15,0
80,23,136,13,23,1
58,53,87,35,23,0
61,72,50,35,35,1
58,66,22,19,16,0
74,29,101,47,14,0
82,44,89,42,12,1
61,41,53,36,24,0
79,0,59,54,35,0
72,94,49,80,10,0
72,28,52,68,22,0
65,86,71,13,22,0
73,25,72,24,41,0
56,43,105,25,16,1
70,59,53,50,26,0
72,67,131,23,10,0
75,34,61,17,41,1
63,20,53,19,27,1
77,41,76,33,30,1
44,75,51,58,40,0
75,45,130,21,19,1
77,11,55,19,25,1
68,13,84,45,6,0
61,19,59,5,20,0
75,24,80,53,17,1
54,76,58,19,21,0
84,3,115,14,13,0
78,51,95,56,16,0
60,91,31,33,5,0
66,46,112,28,38,0
76,0,44,13,23,0
77,6,116,31,28,1
74,8,9,33,2,0
68,30,47,45,20,0
72,3,96,20,25,0
77,31,72,37,29,1
66,32,88,33,8,0
66,34,76,30,32,1
76,17,81,17,34,0
74,24,69,30,27,0
77,23,60,25,20,0
76,0,71,36,38,1
83,9,74,29,26,1
78,7,74,19,15,0
60,17,56,81,11,0
81,11,65,33,23,1
74,21,57,29,21,0
61,76,83,50,18,0
63,53,47,41,17,0
73,49,90,17,23,1
62,0,39,43,6,0
87,16,81,56,18,0
61,34,41,17,17,0
71,29,72,47,12,0
89,9,78,17,6,1
67,86,83,27,14,0
63,25,41,35,25,0
82,8,56,73,11,0
90,13,109,0,15,1
73,25,53,54,25,0
65,60,130,50,3,0
60,42,78,36,27,0
86,1,75,17,21,1
67,76,67,43,23,0
58,67,43,50,25,0
64,100,77,0,7,0
65,23,88,45,39,0
64,68,49,17,29,1
76,42,67,14,22,0
72,36,47,68,18,0
69,36,51,72,32,0
67,67,80,24,22,0
82,34,112,8,12,0
58,91,60,46,11,0
71,73,74,29,17,1
64,90,62,38,16,0
75,27,52,29,23,0
76,2,108,13,14,0
60,71,86,26,29,0
73,12,10,50,1,0
82,13,72,14,28,1
63,42,105,60,16,1
59,88,76,40,27,0
80,12,107,16,19,0
72,43,98,28,18,0
70,8,59,7,26,0
73,58,60,45,22,0
81,13,84,56,9,0
84,8,69,33,20,0
82,18,153,25,35,1
56,84,64,12,15,0
56,59,104,11,17,0
71,3,77,50,14,1
63,41,45,18,37,0
54,85,59,8,23,1
62,61,104,33,24,1
69,19,42,39,15,1
67,46,64,25,13,0
70,52,67,45,19,0
59,98,117,60,2,0
68,57,48,24,21,0
73,14,71,21,29,1
59,69,38,38,23,0
66,81,91,69,36,0
81,8,98,17,22,1
68,81,58,38,24,0
91,10,127,15,13,1
75,22,84,31,25,0
75,48,43,67,28,1
80,4,52,44,16,0
62,62,46,33,21,0
86,0,63,38,13,0
85,18,90,16,19,1
80,77,147,0,5,0
54,58,44,29,16,0
65,98,82,35,22,0
62,57,17,6,12,0
73,9,86,35,23,0
65,86,100,36,14,0
71,78,96,18,17,0
73,24,133,20,44,0
60,2,90,44,27,1
81,3,58,34,29,1
67,57,21,13,8,0
82,28,63,33,9,1
71,7,75,52,17,1
77,4,68,31,15,1
84,6,58,33,18,1
61,59,63,31,33,0
65,57,58,41,14,0
64,66,90,24,15,1
73,46,92,47,14,0
65,100,121,29,4,1
72,76,80,20,24,0
68,40,20,50,12,0
78,8,36,62,21,1
65,15,41,27,20,0
76,5,31,57,6,1
82,7,59,26,27,1
88,8,85,16,32,1
72,0,69,52,19,0
66,0,49,40,7,0
60,47,77,58,29,0
63,30,67,27,26,0
54,41,46,56,17,0
79,48,109,21,14,1
69,32,66,52,19,0
64,43,44,44,16,0
65,41,102,45,28,0
63,21,27,50,3,0
63,68,34,0,3,0
62,1,80,52,24,0
71,11,139,19,12,0
65,23,21,43,7,1
61,88,32,77,29,0
76,17,62,40,20,1
75,2,103,13,14,0
69,57,54,48,21,0
73,45,31,10,20,0
72,62,40,27,11,0
86,21,84,44,18,0
84,1,80,16,19,1
75,0,60,15,11,1
56,76,33,46,22,0
87,18,108,9,21,1
55,42,49,15,16,0
83,1,93,33,15,1
65,90,34,33,9,0
86,8,138,22,18,1
81,7,52,33,13,0
61,55,97,21,27,0
65,61,47,30,23,0
80,28,54,44,17,1
76,59,62,53,32,1
77,30,77,33,18,1
62,17,51,28,31,0
77,19,53,23,25,0
63,84,37,7,15,0
81,15,67,21,33,0
64,46,75,16,18,0
75,59,79,14,6,0
75,51,64,74,23,1
81,10,87,31,31,0
66,82,61,21,28,0
80,54,80,40,10,0
76,14,75,22,27,1
63,0,74,81,13,0
72,35,112,31,31,0
61,11,52,29,15,0
67,78,72,29,17,0
66,53,54,19,14,0
61,89,41,38,19,0
62,52,75,50,6,0
70,4,68,26,33,1
56,70,57,29,21,0
61,94,38,50,16,0
74,37,62,18,28,1
66,74,73,35,23,0
70,45,67,58,11,0
61,90,83,37,26,0
69,11,84,8,34,1
59,44,30,25,23,0
79,46,81,18,21,1
84,7,134,56,26,0
56,44,61,30,31,0
56,95,64,23,30,0
76,8,151,18,16,1
74,38,22,50,7,0
63,18,10,13,15,0
60,58,35,26,25,0
55,71,62,30,33,0
79,11,72,55,11,1
65,2,50,61,26,0
63,91,57,35,16,0
70,36,60,17,45,0
74,21,80,5,19,0
56,61,151,40,17,0
66,74,28,50,10,0
72,82,44,71,7,0
56,51,43,79,18,0
86,6,63,47,15,1
74,45,44,14,14,1
60,85,78,50,17,1
70,59,76,7,14,0
72,44,51,53,16,0
66,64,83,35,17,0
76,13,49,40,15,1
57,87,31,17,12,0
77,30,85,19,36,1
82,27,65,7,14,1
56,20,74,40,32,1
65,40,103,31,12,0
61,90,69,15,26,0
61,73,57,33,5,0
88,3,79,14,14,1
57,95,71,56,13,0
65,55,66,48,23,0
72,42,48,47,13,0
83,0,75,48,23,1
71,3,125,69,14,0
77,8,66,29,22,1
65,8,45,27,31,0
58,42,45,21,13,0
81,9,71,35,22,1
61,104,57,0,3,0
60,1,29,53,14,0
88,15,117,62,21,1
63,24,72,30,46,0
75,13,99,32,38,0
76,59,97,37,37,1
65,23,63,28,14,1
62,49,42,27,14,0
78,11,86,22,27,0
65,98,93,69,16,0
64,100,17,58,12,0
68,24,52,54,23,1
86,14,95,44,16,0
69,51,51,21,29,0
73,30,102,55,10,1
70,90,45,31,13,0
73,84,41,50,8,0
68,51,110,54,43,0
73,58,149,28,15,0
77,13,70,28,39,1
63,53,107,48,27,0
64,61,32,58,38,0
70,69,70,46,45,1
47,94,88,30,25,0
59,78,107,25,16,1
70,25,66,33,23,0
68,43,72,30,19,0
61,94,111,20,3,1
79,5,23,33,9,0
76,15,54,17,24,0
61,76,140,26,26,0
89,2,99,39,18,1
60,94,13,33,3,0
70,8,39,36,9,0
55,50,114,42,19,0
73,38,41,56,18,0
77,18,46,47,16,0
71,92,87,54,12,1
83,4,41,38,16,0
58,19,66,29,16,0
57,73,14,36,11,0
78,18,62,21,24,0
76,52,84,50,20,0
67,13,56,24,21,0
79,19,36,8,13,0
68,73,75,25,36,1
62,55,62,37,18,0
68,50,54,50,24,0
59,95,25,21,13,0
77,0,40,42,12,0
67,11,76,13,31,1
71,62,85,40,35,0
70,70,49,33,20,0
75,11,96,22,38,1
76,25,65,22,23,0
71,53,83,25,20,0
83,3,74,17,27,1
65,71,36,53,18,0
60,101,35,38,14,0
84,15,148,20,5,0
91,2,122,18,17,1
71,17,62,23,21,1
62,52,105,15,37,0
77,11,138,31,16,1
67,75,95,52,24,0
70,60,63,25,19,0
71,1,118,8,12,0
83,9,67,23,26,1
73,64,45,40,10,0
87,2,63,29,7,1
74,10,36,75,16,0
61,92,18,80,5,0
63,68,46,27,15,0
65,79,43,25,16,0
70,9,62,48,29,0
55,30,96,11,42,0
82,38,79,17,18,0
58,24,84,10,14,0
68,0,140,54,10,0
87,24,105,35,17,1
61,93,50,50,7,0
82,3,108,28,45,1
84,17,110,25,12,0
78,15,43,39,17,1
68,56,60,73,13,0
73,15,49,27,21,0
67,55,26,53,18,0
60,86,67,33,10,0
85,2,62,61,17,1
81,10,37,31,13,0
83,9,32,56,9,0
79,3,84,50,31,1
72,31,89,27,35,0
54,83,104,78,49,0
57,61,92,27,13,0
66,64,55,42,31,0
62,82,41,33,12,0
64,2,99,14,28,1
60,79,48,33,28,0
89,1,73,40,15,1
60,82,86,27,25,0
68,13,105,48,22,0
70,22,123,25,19,0
63,91,44,48,45,1
75,43,50,71,21,0
88,4,102,36,11,1
69,29,96,29,26,0
73,0,41,67,13,0
70,16,63,18,21,1
71,87,67,33,18,0
64,45,46,42,12,1
67,40,37,25,23,1
76,15,75,32,47,1
61,31,70,52,26,0
73,36,46,40,20,0
54,97,70,60,14,0
58,87,46,16,18,1
73,10,116,50,8,0
62,54,43,36,39,0
74,0,47,50,15,1
61,72,56,40,7,1
69,46,112,54,11,1
60,103,36,43,5,0
79,20,37,44,15,1
63,11,64,24,15,0
71,56,103,28,28,1
56,86,46,19,27,0
76,47,56,42,24,1
74,53,64,29,34,1
89,9,92,25,16,1
69,68,43,44,18,0
73,14,55,38,12,0
63,103,72,31,13,0
73,28,111,24,16,1
84,13,83,20,10,1
68,25,34,32,25,1
64,12,45,38,32,1
88,0,117,22,32,1
79,0,68,47,16,1
64,79,41,24,16,0
69,41,70,21,28,1
66,54,32,71,6,0
80,11,84,32,34,1
75,7,79,29,17,0
81,27,49,17,12,0
61,56,23,40,9,0
60,4,121,38,10,1
69,12,73,30,24,0
63,69,68,42,11,0
78,20,73,29,28,1
61,64,53,53,15,0
56,40,53,41,40,0
85,14,89,29,17,0
64,59,74,23,24,1
62,70,86,27,24,0
56,81,67,27,20,0
79,13,36,31,16,1
78,33,88,70,39,1
72,74,52,0,3,0
70,52,43,36,13,0
59,71,43,38,15,0
58,55,18,45,10,0
89,7,141,27,15,1
80,33,49,52,21,0
72,0,20,75,4,1
72,50,32,24,21,1
62,93,46,58,23,0
81,1,105,32,27,1
66,86,62,28,28,0
73,3,53,40,19,1
75,42,41,44,8,0
69,41,124,23,49,0
71,35,38,16,21,0
79,46,65,29,15,0
66,69,75,14,28,0
60,63,59,50,20,0
74,26,41,42,12,1
66,54,93,32,47,1
79,48,100,40,15,1
64,55,50,32,32,1
80,28,92,50,18,0
62,70,36,58,25,1
65,51,27,61,17,1
61,59,68,40,49,0
68,9,68,54,11,1
83,8,60,44,18,1
69,32,30,12,17,0
60,76,54,25,33,0
74,22,78,38,32,1
58,76,52,32,21,0
68,0,27,50,11,0
76,54,67,58,19,1
71,24,81,39,45,0
71,4,81,63,28,1
87,4,73,20,45,1
78,8,93,33,17,1
84,1,97,59,33,0
70,9,40,29,12,0
72,37,82,22,41,0
67,0,44,38,15,1
64,54,32,27,14,0
74,0,115,35,17,1
70,2,114,31,9,0
76,21,32,20,15,1
68,74,70,71,41,0
84,5,84,43,28,1
58,28,84,22,17,0
75,0,54,21,13,0
68,51,20,60,10,0
62,53,20,40,9,0
84,21,79,21,27,1
85,11,73,8,10,1
61,67,96,30,25,0
63,68,44,47,17,0
72,7,61,33,26,0
80,0,61,11,18,1
74,59,81,50,9,0
77,12,47,30,22,0
68,13,17,50,4,1
55,15,67,79,27,0
92,1,102,6,16,1
58,87,33,44,8,0
78,5,57,33,39,1
68,33,81,28,25,0
66,79,118,31,40,1
89,6,125,20,15,1
74,39,88,22,47,1
66,14,77,16,48,0
86,2,80,16,25,1
70,32,53,24,17,1
73,0,43,33,19,0
66,98,72,30,9,0
84,3,79,31,25,1
85,3,80,28,43,1
75,10,88,32,40,1
74,35,18,50,4,1
83,0,127,40,20,1
79,0,138,12,42,1
61,91,62,31,9,1
81,6,85,33,19,1
86,0,99,52,19,1
64,49,14,67,6,0
81,17,84,28,25,1
81,19,81,50,31,1
67,81,78,48,26,0
82,7,88,13,28,1
83,43,113,65,17,0
67,36,17,29,6,1
76,68,112,24,21,1
64,73,96,21,31,0
71,51,105,16,34,1
75,37,81,9,31,0
64,0,70,25,5,0
58,70,4,0,1,0
84,17,59,38,16,0
76,0,113,38,15,1
74,20,71,46,38,1
91,6,132,13,16,1
88,0,89,33,12,1
68,13,49,35,19,1
79,23,74,28,23,1
73,74,139,27,47,1
77,10,59,56,44,0
75,12,18,40,9,1
76,7,73,24,19,1
75,18,64,36,35,0
82,38,112,27,15,1
82,34,85,27,19,1
64,37,68,55,17,1
81,24,86,41,16,1
73,10,40,28,17,1
77,0,94,33,13,0
62,53,33,76,21,0
63,64,91,42,27,1
72,20,13,43,12,0
58,54,73,24,20,0
66,15,69,29,16,1
91,3,152,7,15,1
71,0,102,33,12,1
81,18,63,30,20,0
86,3,94,20,25,1
78,39,90,20,15,0
89,3,94,28,18,0
75,25,68,43,37,0
76,27,100,27,21,1
68,29,38,23,13,1
66,46,15,43,7,0
65,73,85,43,13,0
66,6,57,33,17,1
83,3,115,28,25,1
65,26,38,56,17,0
61,0,76,33,8,0
84,5,25,43,7,1
84,8,85,31,26,1
57,50,5,13,5,0
60,11,115,21,16,1
55,43,89,30,36,1
61,52,64,46,28,0
68,35,94,57,20,0
77,26,41,67,3,1
65,60,39,56,16,0
66,74,111,7,26,1
66,32,44,23,12,1
72,44,91,22,36,0
90,3,76,56,16,1
73,47,43,30,20,1
71,48,29,25,14,1
71,27,62,34,28,0
66,85,95,17,4,0
59,64,56,44,25,1
68,27,78,19,45,0
65,5,78,30,17,1
60,35,116,27,44,1
67,11,62,59,22,1
63,28,91,27,28,1
64,65,13,33,2,0
76,40,144,36,25,0
76,50,98,41,24,1
70,53,57,22,22,1
71,71,94,41,21,1
67,19,90,17,24,1
80,20,77,31,25,0
73,41,140,9,32,1
66,37,76,17,41,1
61,27,58,45,35,0
77,10,38,27,15,1
80,41,57,38,24,1
72,28,74,35,26,0
54,39,75,3,30,0
86,4,65,24,20,1
89,2,150,14,7,1
59,45,60,37,49,0
70,47,76,16,25,1
69,68,53,29,38,0
77,33,64,61,22,1
75,34,36,0,4,1
84,11,57,33,15,1
84,18,99,33,15,1
85,20,70,25,8,1
92,0,142,48,21,1
71,12,42,20,25,0
70,28,20,18,6,0
75,16,63,21,28,1
78,16,25,30,10,0
64,27,106,9,21,0
76,0,79,40,15,1
66,87,70,48,22,0
73,64,55,35,26,1
84,15,128,45,32,1
74,38,52,33,23,1
84,0,75,46,21,1
58,37,47,20,15,0
74,15,84,32,21,1
78,47,143,21,37,1
84,1,74,29,21,1
83,2,59,43,13,1
85,6,74,25,19,1
55,8,62,64,19,1
86,0,135,20,15,1
62,89,67,42,16,0
70,63,58,37,19,0
68,27,56,25,11,1
65,13,69,31,24,1
85,12,71,23,12,0
89,0,72,13,22,1
81,3,80,16,50,1
75,26,107,17,27,1
69,24,70,31,34,1
83,13,100,48,40,1
79,10,52,16,25,1
54,51,61,52,23,0
82,52,74,21,29,0
80,25,68,52,19,0
66,47,134,43,12,1
86,0,125,33,18,1
73,28,82,14,28,1
66,32,51,45,21,0
88,14,103,36,14,1
79,0,83,44,18,1
70,53,139,26,35,1
90,4,145,38,8,1
61,49,78,24,40,1
75,18,24,27,10,0
82,5,86,50,22,1
63,53,81,8,26,1
63,47,28,19,16,0
76,2,103,7,24,1
83,8,60,29,19,0
64,56,108,47,35,1
79,11,33,25,12,1
85,13,91,34,28,1
74,29,91,36,25,1
81,1,108,12,26,1
81,8,84,29,21,1
84,28,96,13,14,1
66,41,34,50,29,0
90,8,98,38,13,1
83,2,77,21,24,1
73,23,108,42,19,1
75,37,58,29,14,0
79,2,102,16,38,0
77,8,42,15,13,1
55,29,119,26,22,1
70,63,60,40,15,0
67,53,92,26,27,1
79,13,102,31,25,1
66,65,101,30,23,1
85,6,96,33,29,1
82,15,126,15,26,1
83,8,78,14,44,1
75,32,109,17,23,1
78,49,77,29,35,1
83,11,91,42,26,1
76,12,54,40,25,1
67,25,79,20,18,1
73,29,105,33,20,0
86,0,96,8,38,1
86,3,117,30,23,1
64,74,61,29,38,1
65,63,81,50,42,1
80,8,48,50,10,0
72,16,60,27,30,1
80,41,99,36,24,1
52,35,16,8,23,1
56,83,108,28,33,1
78,44,95,36,25,1
72,46,109,15,25,0
84,3,70,14,28,1
79,6,87,25,24,1
91,3,117,8,13,1
84,13,61,10,10,1
79,12,89,24,19,1
54,55,106,30,43,0
67,48,67,27,29,0
77,21,70,48,23,1
58,54,81,50,32,0
84,20,89,45,22,1
81,14,52,23,25,1
63,0,58,42,9,1
68,53,48,19,28,1
82,6,105,25,18,1
73,16,110,7,14,1
61,69,73,20,25,0
91,3,130,36,14,1
65,39,40,20,15,1
83,6,98,24,22,1
71,36,69,27,29,1
79,14,66,50,28,1
83,12,89,43,22,1
86,0,97,43,14,1
64,93,77,10,21,1
91,5,127,17,18,1
65,75,90,58,25,0
74,41,27,25,8,0
79,56,100,36,22,1
73,5,33,29,3,0
83,30,94,76,17,1
57,63,86,20,26,0
84,10,54,33,8,1
64,67,50,26,37,0
82,7,78,27,24,1
75,31,111,48,33,1
65,54,48,56,7,1
73,33,126,74,26,1
83,17,43,43,14,1
83,25,94,28,18,0
79,29,89,11,27,0
85,9,63,29,21,1
86,2,90,44,18,1
83,6,143,15,13,1
73,41,116,13,23,1
72,47,50,18,10,1
73,24,63,36,13,0
90,3,123,19,19,1
75,7,123,17,6,1
78,19,35,8,13,1
84,13,54,27,15,1
77,24,80,39,18,1
85,19,68,58,19,1
84,2,58,38,24,1
60,30,57,23,17,0
88,2,127,40,24,1
73,29,60,42,19,0
75,0,151,38,12,1
77,35,78,11,27,1
84,0,146,39,29,1
90,0,102,15,13,0
58,44,62,35,33,0
69,23,89,36,12,1
82,9,92,24,29,0
79,62,96,28,18,1
74,23,115,24,41,1
71,75,70,13,16,1
81,1,69,17,23,1
77,2,84,20,23,0
64,91,62,47,43,1
80,3,40,27,28,1
61,76,77,36,9,0
65,35,44,19,16,1
77,32,31,50,8,0
81,3,102,18,38,1
71,29,74,17,33,0
68,83,86,50,20,0
77,29,97,23,13,0
70,9,107,10,17,0
70,42,82,29,26,0
79,14,59,41,32,0
66,83,54,18,11,0
62,5,84,25,11,0
54,87,74,4,27,0
66,91,113,33,3,0
70,7,65,40,12,1
72,57,43,0,11,1
81,29,67,33,22,0
56,64,76,62,16,0
65,35,68,10,21,1
58,72,83,35,23,0
63,94,40,27,20,0
82,6,141,29,15,0
59,72,56,39,30,0
72,18,69,47,28,0
65,65,66,34,46,0
78,14,44,75,22,0
71,31,85,22,23,1
80,4,55,23,26,1
67,60,86,60,11,0
60,84,22,19,16,0
71,0,29,75,12,0
75,40,82,38,11,0
71,57,94,10,10,1
76,21,61,38,19,0
69,95,37,25,4,0
74,43,89,64,49,0
60,53,92,35,31,0
75,19,51,77,10,0
89,4,75,17,11,1
70,50,41,22,21,0
68,35,72,47,16,0
68,42,64,69,36,0
69,24,49,33,27,1
61,31,54,17,24,0
59,58,47,67,40,0
66,67,63,55,42,1
75,97,78,62,12,0
89,3,82,24,19,1
72,69,64,43,14,0
64,74,54,66,28,0
71,46,64,33,17,0
89,3,96,21,23,1
81,16,103,52,30,1
78,37,35,50,13,0
68,51,67,22,25,1
71,68,82,38,24,0
61,91,86,68,20,1
57,75,40,67,18,0
75,15,107,25,24,1
63,67,58,44,30,1
84,27,58,44,8,1
84,1,72,43,39,1
88,8,80,25,20,1
88,18,96,37,29,1
84,2,65,42,24,1
67,42,53,42,38,0
68,50,65,38,34,0
86,6,104,18,33,1
74,34,93,35,49,1
63,81,110,53,12,0
88,7,88,23,22,1
80,57,97,57,14,1
84,14,98,25,19,1
66,48,114,23,26,1
91,1,101,36,11,1
89,13,71,43,19,1
71,57,75,29,28,1
68,83,71,14,14,0
79,8,80,39,17,0
84,7,73,28,35,1
85,19,69,45,24,1
70,49,69,53,37,0
89,3,112,38,14,1
52,78,63,29,17,0
69,56,77,20,20,1
89,4,97,45,19,1
58,50,21,50,8,0
56,48,88,33,18,0
74,38,31,60,10,1
73,24,131,48,23,0
62,46,24,40,8,1
65,45,57,44,32,0
68,13,39,23,31,1
87,7,126,53,15,1
64,0,49,44,15,0
72,12,58,40,39,1
77,42,94,53,13,1
86,12,111,25,20,1
61,81,95,13,30,0
63,52,50,70,29,0
65,21,80,30,19,0
74,61,78,50,19,0
69,94,82,50,27,0
66,43,95,46,24,0
83,25,45,44,14,0
59,99,62,61,20,0
74,87,80,40,10,0
55,33,123,28,38,0
70,60,82,45,15,0
75,35,63,28,38,1
82,23,91,50,26,1
54,81,46,38,12,0
71,22,65,21,19,0
65,76,23,25,11,0
55,39,111,32,17,0
73,97,75,57,13,0
56,51,59,38,36,1
69,20,58,36,27,0
72,37,53,25,28,0
61,35,72,33,24,0
85,20,69,52,18,1
56,48,63,60,34,0
70,35,82,46,20,1
83,4,100,68,23,0
86,11,85,38,19,1
60,79,53,44,16,0
63,41,96,46,45,0
67,49,83,44,9,0
54,38,132,47,8,0
92,0,99,29,25,1
72,48,30,17,12,0
77,73,69,46,12,1
67,48,73,24,24,1
86,0,94,73,10,1
74,25,87,59,14,0
65,51,95,50,19,0
81,0,40,17,22,0
70,11,59,52,23,0
79,28,61,65,26,0
66,52,76,29,20,1
74,37,94,22,13,1
50,79,106,14,21,1
81,33,55,43,20,1
87,0,63,32,20,0
85,8,52,31,24,1
86,2,73,30,25,1
80,19,40,36,12,1
75,16,79,19,41,1
62,62,145,21,30,1
67,58,32,12,17,1
86,4,153,35,33,1
82,0,66,23,10,1
82,19,74,23,25,1
56,82,72,32,18,1
77,30,72,48,28,0
63,38,79,45,38,0
56,73,19,50,8,1
64,28,88,42,23,1
75,7,57,55,30,0
83,21,94,47,19,1
82,64,70,66,24,1
76,49,70,29,16,0
81,10,99,65,13,1
63,32,56,55,36,0
67,79,62,47,14,0
68,53,33,13,16,0
57,28,65,50,5,0
65,30,85,64,9,0
81,17,63,34,28,1
70,49,101,52,23,0
63,35,35,25,34,0
54,59,36,50,37,0
72,75,76,54,13,0
57,82,63,31,32,0
73,57,109,34,27,0
88,0,138,74,21,1
70,70,36,47,14,1
77,4,68,46,27,1
71,0,68,60,4,0
78,0,74,29,31,1
59,32,51,53,17,0
57,12,116,17,10,0
88,0,104,33,12,0
80,2,103,12,25,1
82,3,102,9,22,1
75,67,70,56,16,1
65,17,72,53,33,1
63,73,93,47,14,1
64,32,77,29,16,0
62,70,64,19,21,1
71,73,58,46,12,0
66,17,71,30,24,0
66,25,38,30,8,0
78,44,108,31,50,0
56,88,46,54,13,0
72,1,86,33,12,0
73,20,77,35,33,1
79,0,117,50,32,0
66,90,89,40,20,0
55,77,74,46,24,0
57,67,62,47,16,0
84,70,91,32,22,0
76,19,77,40,45,1
54,94,74,48,21,0
57,70,69,40,20,0
55,17,84,38,35,0
74,69,81,20,19,1
80,14,49,20,15,0
86,2,131,24,18,1
63,25,64,54,22,0
81,7,45,44,12,0
77,29,55,53,18,0
84,6,83,14,20,1
63,27,80,33,11,0
61,60,46,36,26,0
68,62,96,27,22,0
78,51,91,16,37,0
84,9,93,18,34,1
78,0,98,67,5,1
74,70,76,46,22,0
61,67,83,35,29,0
74,18,65,18,32,0
61,54,59,30,22,0
65,36,54,22,40,0
73,40,122,41,16,0
69,35,44,47,19,0
58,27,62,52,21,0
56,46,66,63,43,0
64,84,112,33,8,0
72,41,154,56,13,0
82,31,94,44,15,1
57,54,64,37,34,0
56,62,90,31,27,0
63,78,75,18,22,0
70,47,78,40,32,1
78,11,58,32,19,1
63,60,90,14,28,0
84,1,114,40,33,0
67,32,104,33,8,0
62,75,70,57,21,0
54,77,42,50,12,0
56,0,71,50,1,0
64,76,29,50,4,0
75,20,56,27,21,1
82,73,84,42,12,1
57,41,66,36,11,0
75,0,58,50,34,1
80,53,87,15,12,1
62,17,13,40,8,0
66,72,56,12,17,0
67,41,14,67,6,0
66,39,101,33,32,0
56,85,47,17,10,0
87,14,127,29,7,1
63,51,58,41,35,0
86,24,82,60,5,0
65,20,39,46,38,0
87,7,117,30,19,1
80,8,84,52,23,1
87,3,97,45,19,1
69,53,87,53,14,0
79,49,127,29,16,0
76,34,121,19,35,1
77,11,96,23,45,1
86,8,77,43,19,1
70,55,27,67,3,0
75,48,69,42,18,1
61,81,64,50,3,0
73,17,47,67,9,0
86,6,54,50,8,0
65,31,92,42,24,1
89,7,140,0,20,0
54,33,53,40,22,0
81,0,58,78,37,0
68,75,55,44,27,0
73,71,83,29,7,0
67,31,44,35,20,0
77,21,65,33,15,0
81,16,51,20,14,1
55,60,75,36,24,1
62,56,48,22,8,0
65,74,27,67,6,0
65,48,70,18,32,0
79,1,57,45,29,1
75,0,65,53,15,0
72,24,98,34,31,0
80,3,76,39,27,0
64,81,109,38,25,0
74,73,81,45,20,0
76,14,80,28,44,1
62,59,67,60,24,0
85,11,58,57,6,0
78,26,138,23,30,1
57,100,41,59,22,0
71,43,61,50,35,1
68,55,82,29,22,1
73,58,49,40,25,0
56,71,31,25,28,0
86,22,128,41,17,1
87,18,122,42,24,1
71,56,84,25,15,0
54,49,54,41,15,0
64,19,83,25,33,0
79,35,35,60,5,0
80,16,96,30,20,0
79,2,35,43,6,1
78,20,118,26,39,1
59,80,87,41,16,0
72,34,63,51,46,1
69,51,111,43,10,0
82,18,86,57,13,0
81,0,69,78,29,0
55,40,103,29,22,0
78,0,112,76,16,1
60,75,64,57,20,0
56,82,69,57,6,0
61,38,127,47,32,0
54,92,81,14,21,0
70,44,97,22,30,0
85,0,81,45,28,1
87,1,83,22,22,1
66,77,75,40,38,1
76,33,81,26,19,0
70,1,60,24,17,1
66,60,98,16,35,0
65,87,68,24,21,1
63,68,83,60,32,1
66,8,45,40,21,0
78,30,74,27,11,1
56,46,63,14,10,0
66,56,94,25,24,1
56,68,78,29,23,0
88,3,95,53,12,1
69,45,32,41,16,0
54,44,26,36,9,0
58,84,119,42,30,0
78,18,130,11,17,1
63,8,69,50,24,0
74,1,99,42,28,1
54,17,69,25,34,0
67,42,96,50,16,0
70,10,87,15,18,1
66,86,59,30,7,0
86,2,129,64,14,1
61,30,25,52,23,0
77,51,110,31,23,1
72,90,142,30,22,0
64,27,124,74,16,0
68,65,42,14,21,0
56,101,43,69,16,0
78,14,58,51,41,1
67,50,87,33,12,0
61,57,116,20,37,0
62,70,61,36,24,1
65,51,77,26,42,0
59,34,60,68,21,0
68,9,72,39,21,0
84,4,67,23,12,1
